trend_id,date,platform,keyword,post_text,hashtags
35,2025-09-02 7:00,googlenews,다이어트 유산균,"에이스바이옴, '비에날씬'으로 韓·中 올해의 브랜드 대상 석권 - 머니투데이
https://news.google.com/rss/articles/CBMiZkFVX3lxTE5falZoWFpibF9BZ0NaYklxcXcyMmxLeTgxNTFzVTBkWGlBWVRIeWI3UnhraXU4cDNuNTE3cHRibVRiaG9BbXlpMjZLRzB2OFNJOElBLXhWSnVpdVE5NE5jS3pfbEd6QdIBbkFVX3lxTFB2UDBEdHkxSzNRaWN2TVpzTnFhRVF3VWkxNlhTUE5RMXJQRm5mRzdEdkZ4MGFjWEpnU3Vra0FEMG00THRFN2FHVFFyT0FWS1VDTjVvVU45MVd4cllxNGdsU2ZEQ3NKdzRLcXVsbDhR?oc=5",
36,2025-09-02 7:00,googlenews,다이어트 유산균,"“아침마다 ‘이것’ 마셨다” 10kg 감량 맹승지… 다이어트 성공 비결은? - 헬스조선
https://news.google.com/rss/articles/CBMidkFVX3lxTFBRMVQ4b0RGTVIxSnRvSHpEQWxoWk1Ua19PNnBad1RBWlRzVUpWWWxzOHBJd1p6V3NjVlhDdDhnUVZkb3VGSVJJNTNaRVpKMEtzb3BLTmhEZkV2UGlGZ2xBYnZkY3pyYXRnLXIxWVJ6c0tnV0RieEE?oc=5",
37,2025-09-02 7:00,googlenews,다이어트 유산균,"“같은 사람 맞아?” 33kg 감량 김다예, 확 달라진 비주얼… 어떻게 뺐나 보니 - 헬스조선
https://news.google.com/rss/articles/CBMidkFVX3lxTE1UaF9vemd2UmYxbzZVajlEem53Ymt0M2t1WW0yYmtaTTVORHk5bVd3SGRRbk1QUEJSMlRXSHNTTkI1bDZWMWVfdHNwYW9ocWRBWHd4bGxLOWphVG5zVUd5Y2x1ZTgwd3dqV1FQTmlaLXNrY1RlZUE?oc=5",
38,2025-08-30 7:00,googlenews,다이어트 유산균,"편의점이 작정했다…추석 선물세트로 나온 7500만 원짜리 '이것’ - 위키트리
https://news.google.com/rss/articles/CBMiVkFVX3lxTE1qV1FYbkdlYzhUdjdacWI1ZjA4cVdVbEN2bUZGTE80UEJxWTF5cldGOFRFSjFpOHowYm9QSTBrY1RUMnB4NkE4TVVFcVJTcmx1YXVjTVlR?oc=5",
39,2025-09-28 5:01,googlenews,다이어트,"“주말도 빼놓지 않아” 다이어트 유지어터 박세미… 열중한 ‘두 가지’ 운동은? - 헬스조선
https://news.google.com/rss/articles/CBMidkFVX3lxTE5Dcy1RMWI3eFpMaVg0dFpLZUw1Z1ltcldKVHc1UWhELWtUd2Q4S1RTSm9GbGdRdEZrTjRIRGJhYXJsWkdPNm9KNjhhMV9qNHY0Q2tsNGtBZTFQS0tCVVNvUl93ZFo1bjJWcUxtc0lCdmVXcVJIVmc?oc=5",
40,2025-09-27 7:02,googlenews,다이어트,"다이어트·운동·금연 성공? 의지 아닌 ‘이것’이 좌우한다 - 헬스조선
https://news.google.com/rss/articles/CBMidkFVX3lxTE5YNTNSQlZ5b2V6eVVYZ0swUzB2QS1POHhXUU53dE5nS0VjTE1ITFM3VVpTX2hGclBlMWduVXMycWV3Z0NpTk4zcVl0cEwxenJYa1FyZld4T1V2Ny0xRjE3ZnR0c0dyQWZmNXpMZVZWU2h6cUNtRWc?oc=5",
41,2025-09-26 20:06,googlenews,다이어트,"(135) '키토산 다이어트'는 효과 없다 - 법률신문
https://news.google.com/rss/articles/CBMiU0FVX3lxTE5jQ0Z2VGJTY1VoeTYwUFdGZkQ5RmJGeE0wUFFvMlFyeDAxbHJ2TFhLMWN3V0pxeEJsU3RsRDdtb1JVcDRqc0lOYW1uT09HU0I2a0F3?oc=5",
42,2025-09-26 1:07,googlenews,다이어트,"“맛, 포만감 모두 최고” 7kg 감량 이세영, 강력 추천한 ‘다이어트 음식’은? - 헬스조선
https://news.google.com/rss/articles/CBMidkFVX3lxTFBBbmJtd0tSbm1XMHJoMTVUanI1ampwRzZuVDVlMUg3VXpWR2xDVDhldTdGV0xzZ1NKMWt1SUdNOHNJRWViS3Y4V2xfdDJ3emtpZ3hVek41V0JZcDdKR2VMcUtHUzhsRDZVaVhVRGQzWUlPTlVtanc?oc=5",
43,2025-09-25 7:24,googlenews,다이어트,"‘30kg 감량’ 박지현, 다이어트 비법? “3주간 ‘이것’만 마셨다” - 헬스조선
https://news.google.com/rss/articles/CBMidkFVX3lxTE1lQWdjVk1PNWJ6WkRyZTc1Ync1UDZGMVpQamVaanc3Wk5mZEFyZGJsdHdOb2V2T2x4X2VzMnoxZ1lqdVNNbjFsS2hFVUl3cUhxSjNlM0tEX18xMXFQY1ZoY2tnMm9Xb0ZFWmdqclZhb0o3RG1VUmc?oc=5",
44,2025-09-25 7:00,googlenews,다이어트,"[주말 PICK!] SNS 달군 ‘애사비 다이어트’ 신뢰 와르르…英 BMJ “논문 철회” - 농민신문
https://news.google.com/rss/articles/CBMiWkFVX3lxTE1hRmtZYUVSZHdiN0c4R1FUeFBpUTQ2VE9wb1lTaE1zaU15NHVHU2hIN1pCQWhRakZMVHZTeEEtVXcwWGpmQlhfTE5hWnhZc25WOENzR1VzcGxUZw?oc=5",
45,2025-09-24 20:03,googlenews,다이어트,"“모든 게 지속 불가능했다”… 애프터스쿨 출신 베카, 힘들었던 ‘K팝 다이어트’ 저격 - 헬스조선
https://news.google.com/rss/articles/CBMidkFVX3lxTE9aVVJ1TlJMUkpWRk1qc1ROQXo3UC14YlFmODVJUFU4Y3ZKZU9oc1l1T3pWQk03UVFwaXEwUlctUm1ZbUlMRnhFR0h5VGxhczdFaVhPZ1hLb0tEMm5KVkttZ0VaX0F3TFIxQWNhd2Ezb2JLSk45ZWc?oc=5",
46,2025-09-24 1:55,googlenews,다이어트,"‘100만 유튜버’ 원지, 살 쏙 빠졌네… ‘이 원칙’ 지켰더니 다이어트 성공 - 헬스조선
https://news.google.com/rss/articles/CBMidkFVX3lxTE1fXzlIblR2NVhBcG83RnlDVHlZdndiWWpSZEZsMkw5a2o0Y0xTVWtWOWpvSGRwV2RKWW10UmlHcEthVG5vdGhKUjNKb3o1cjhFUlFldDdKS2g4VXM5b0dnbGZwR2Q2TDI1UGJRMnZ1QUlhUEFBb2c?oc=5",
47,2025-09-24 1:12,googlenews,다이어트,"""모두가 속았다""…사과식초 ‘애사비’, 다이어트에 효과 없다 - 지디넷코리아
https://news.google.com/rss/articles/CBMiVkFVX3lxTE5GdFhjY25YczVxNllLZGRwS0lWRUZ2ZWFmbkdYRTUwTUxzM3VVODh6Z01wRzZwOTltNWVfeEkzZkZFVjN0Wl9pUFJ6aUI1RzZWTi1LTy1R?oc=5",
48,2025-09-23 22:00,googlenews,다이어트,"윤은혜, 아침마다 ‘이 음료’ 마신다는데… 다이어트에 좋다고? - 헬스조선
https://news.google.com/rss/articles/CBMidkFVX3lxTE00dFJrdHpQMjlEbkt3UE5POHVNSDZYOVRILVdrbU16RnNnNm5JQVFuSGVQeUhhOHE5OVRjNjYyZk1vcjI4d2plamhyR0R4SHVzY1JtLTdDT3B4LVBNSjhWd3JkUm1KaEpjR0NlS0VYSXQ1RFFGSVE?oc=5",
49,2025-09-23 4:26,googlenews,다이어트,"‘다이소 유통’ 다이어트 건기식 ‘가르시니아’ 전량 회수···간염 증상 2건 발생 - 경향신문
https://news.google.com/rss/articles/CBMiWkFVX3lxTE9lTGVqMU5mWnIyYl9zZl80R3hnTG1KWWcxUk8zemhMVGNnTVpnZlh2YVpsOFE5TGZBWWZrQUhLS2h1QkViQVR5b2lTUnFyZTVaNWNnX2ZMZE9LZ9IBX0FVX3lxTE1VWFhNU1FaOHg2SWdFNzdFQXpBVWNaam5PWFVKUzgtY3loT1gxeG5xOUlzemtoanhOU3J2WWxkSFNKelRoQU54NDZ4X3JnRllDS3k4UWpFaVJGV1BwWTA0?oc=5",
50,2025-09-23 2:04,googlenews,다이어트,"“3개월만, 16kg 감량” 정성화, 기절까지… ‘이 다이어트’ 부작용 고백 - 헬스조선
https://news.google.com/rss/articles/CBMidkFVX3lxTE5BN0xnMXgxSDdOYzYwcnBfMWc4YmpWWTJMamRGWU1kUWpoSTROUW9LaEc2QmhYVWVSTEw3ZXJ5b3ZxOGNBQlhIdXFpUUNTcHZwV0VlYVF6bjF4NkZWajVIcWR5SlFIdUdyVTEzbTRGNk9aSld5LXc?oc=5",
51,2025-09-22 21:10,googlenews,다이어트,"손예진 “혹독한 다이어트” 후 먹은 ‘이 음식’…살 뺄 때 최악이라고? - 코메디닷컴
https://news.google.com/rss/articles/CBMiQkFVX3lxTE50U0VMdjhRVUx6dE9mOV9tbEJ5SS03SGd0WVpINUtCWk55OEJtYmE1c0h1VnRSUFQyREpkYm0wZVdNUQ?oc=5",
52,2025-09-22 21:01,googlenews,다이어트,"손예진, 철저한 다이어트 끝에 ‘이 음식’ 먹었다 인증… 살 찌우는 주범? - 헬스조선
https://news.google.com/rss/articles/CBMidkFVX3lxTE9ObVQtR2NieXNFdXBwWjE3aC1ZbTFkMDNDdExLaGFEY25ienhOTDhyblU4VjVIWmdoUHR3eklwaTlxcXV0cl8tV2Yybi05cnYyNVJsdGY3T0dHaFZpTm5HaUpWam9xdXZnc0Y1ZVhCU0ZkX21QcFE?oc=5",
53,2025-09-21 13:20,googlenews,다이어트,"손예진 “혹독한 다이어트... 해운대 떡볶이는 먹었다” 부산영화제 참석 인증 - 조선일보
https://news.google.com/rss/articles/CBMijAFBVV95cUxPOWl4Y3hVYlZtS0ZEb3JCTUdCRkowOEZ0WllJNXJRRDRrYjktSnBnSTFIRWg4UXBsOUQ0bjYxWm1MbjRXbUdKdkFGblUzU2RXdzQxUWwwRktHSGZvejFRdWxWRnpsTnJRQjNrbmV4OFFsVEI3SnNUSElpSFBkb1JRaURkZXkyTGxGNWE2S9IBoAFBVV95cUxNRHhjcnhMREgtQzk3N0pIOFVfMms3YWlXUTJ6YXBUa3NZT05SQnVCYS10VHBlc0phdEJhbG53SzlIV3lTQVRMR1BzN0J0aFN3aDY2OGQtdWwtMHNnRFp0VFQybkpfYkpFOFpRRnRuUl9CWk51eUYxcmlmSDEwNkFVYThIRnZ1V3kwVlZpaS1SU1RQUVBBQkxNSi1yN3d3V1Fw?oc=5",
54,2025-09-21 13:00,googlenews,다이어트,"“난 다이어트 국가대표” 45kg 감량 최준희 자신감 내비쳐… 얼마나 달라졌길래? - 헬스조선
https://news.google.com/rss/articles/CBMidkFVX3lxTE01ZHc4dUFvRm1MSXFWMzA2d1laRzFWWkZDYThJdmNTY0xRWGVHRlVSbkcwNkFoc3pOUjdrMXNLX3p5NWlSSjI1cFRtcE9ucXhNd3ZnUWVOMFNnLWlUY3ZHOFhCaFFsWUQtMEU4UGVISXRubUpFLUE?oc=5",
55,2025-09-21 5:05,googlenews,다이어트,"“위고비 NO” 곽튜브, 결혼 앞두고 14kg 감량...‘다이어트 식단’ 보니 - 코메디닷컴
https://news.google.com/rss/articles/CBMiQkFVX3lxTFBpSzdzQzBCRzc2bGtNalgtRWNFUFFSaUV6cHhhN1hFWWJ3TzBRX19ORjg4ZkFuMUdiTlAwZTNkVmNDdw?oc=5",
56,2025-09-20 14:01,googlenews,다이어트,"장영란, 김밥 쌀 때 ‘이것’ 넣는다… 다이어트에 최고? - 헬스조선
https://news.google.com/rss/articles/CBMidkFVX3lxTE9VZHNDR19YaEIzMFNjOFVjaVhKX3NHamk2ZE0wdkxYNHgwMmJOY3F6Ymc5S0RkenEyN3QtYTFNWE5vdEcwNWF5NEZXeURjYWZqclhUYU9MQ1BVSFNmS0xpQzJtZWJwaExQXzVOcDFsX1N2RXB5WkE?oc=5",
57,2025-09-20 5:01,googlenews,다이어트,"‘16kg 감량’ 윤승아, 다이어트 아침 식단 공개… 뭐 먹나 보니? - 헬스조선
https://news.google.com/rss/articles/CBMidkFVX3lxTE9vV003dHR4MldScGFNU0s0U05zS1BHQk5LZ3ljbGk0T0MxT2QzZWVyOV8xV05qZ0dmZG9zYXRBWjU5QW1tRWZmWlh0c0hISlg4VnNyZWp5TTBuam1jcWNzYzg3VDV4U2VSRllWSmp0cFR6dm5lalE?oc=5",
58,2025-09-19 21:30,googlenews,다이어트,"고구마는 다이어트 식품일까? 살 찌우는 식품일까? - 헬스조선
https://news.google.com/rss/articles/CBMidkFVX3lxTE9tQVM3eEtqeFI3cG5DRE92NEdwa1lnN25PUGVQd19NRHpSR2lzN0x0dWdDSnZ2N01kNFdXV2x6UjlxZUxXOWcyaDFJYURoTm1ZTklicjlKV3ZIYm5UQ3JYd1prWGVfVHRaQ2xjd3UxZWRhX1hmc1E?oc=5",
59,2025-09-19 7:00,googlenews,다이어트,"플라스틱으로 음식 부풀린 ‘테플론 다이어트’… 2025년 이그노벨상 - 동아사이언스
https://news.google.com/rss/articles/CBMiWEFVX3lxTE9QdFlDRDh0b19Tdm1GcHFBM1RrNHkzM180ZnhxTkxzOURBNEZfZVZlOHExbWVyZEgybHFGS0Z2amczQWozUW1TMVV3WjBMSUlkMVBUekhndVU?oc=5",
60,2025-09-19 7:00,googlenews,다이어트,"“드레스 입으려, 혹독 다이어트 했다” 손예진… 평소 관리법 뭔지 봤더니? - 헬스조선
https://news.google.com/rss/articles/CBMidkFVX3lxTE5JTWV3Mlk3TElrWFRBUlljTC03blkwajVyYlNlaGxjNng0c3NJbTk0LW9ZMmJXR1MtZWVIMTRONmVzaEhEQTdUeU9GdjB2bXJpRU1SOTdEZmk0SksyWW1kSTBMZ3cxUmlUbjZzNkFDZGQzQ1lpNVE?oc=5",
61,2025-09-18 13:20,googlenews,다이어트,"과식하는 패턴에 따라, 다이어트 방법 다르다… 나는 무슨 유형? - 헬스조선
https://news.google.com/rss/articles/CBMidkFVX3lxTE5MeC1oX2xEbXpFMWpVNWwySzB3OUlreWpHYllYQ3dqcWpQZklEYk1LbWhfRVdsNTBEYm5BcUlqMXdoNEx2bGx3aTBMY0htbldNM1BjQkdNWjhPMVdWYTdXZVlxWUxMNXRjTW1WbmtXZWRNdWNsbWc?oc=5",
62,2025-09-18 7:00,googlenews,다이어트,"“살이랑 부기 쏙 빠져”…오연수가 만든 다이어트 음식 보니? - 코메디닷컴
https://news.google.com/rss/articles/CBMiQkFVX3lxTE9wdGFyRTJVcjBCeWtfMy1hSlcwakxKeWQ5TDlxWlFVY0lLMW9uMVg2T2VwTTkyY3FuVFBHbzNocURkZw?oc=5",
63,2025-09-18 7:00,googlenews,다이어트,"“홀쭉해진” 강재준과 강남… 이들의 공통적인 ‘대박’ 다이어트 성공 비법? - 헬스조선
https://news.google.com/rss/articles/CBMidkFVX3lxTE9tOGswcV9fX2MyV3Fhb0o2aHFERkd4QTdfRHRaNGtfQVhpRkF6ODZjc1hLMTRJZFBDcE9TZklxYUE4cDNjVXNGNm9vV0NQRXltZk9BUEhaWW93N2t1Q2QxUXNzTTdvcmZtb0FFMGZLclZhbDF6alE?oc=5",
64,2025-09-17 7:00,googlenews,다이어트,"“살 빼는 데 최고”… 오연수, 다이어트 비법으로 꼽은 건? - 헬스조선
https://news.google.com/rss/articles/CBMidkFVX3lxTFB3Wk9Gcm5kdDNZOGdlR1BUV2VXdGs0b3doNkUyTFRTcnJZSkc5em9DM3k2NDJvalp4Ull1QWxsVlFSaEJvNDRLdG1xR0E0c0tTeTFqaTkyNDRza1ktTE16emswdDJUbm1fTURuUXBiOWpmbmFtWkE?oc=5",
65,2025-09-16 7:00,googlenews,다이어트,"“라미란 맞아?” 13kg 감량해 홀쭉해진 모습… 1년간 ‘이렇게’ 뺐다는데 - 헬스조선
https://news.google.com/rss/articles/CBMidkFVX3lxTE50V3dUYlFwX0FINk9NN2Jwd0FLOHV2N1hCRXBTV3dDRzFNUnUtMlBPMVZGcXY2MkxrbEgxQm1VR3BHT3kxaTNNM2VzeVdMa1lnSHhLNHE5T01uWDBOLVdGZDAyNUEySV94MnlTbUhLcFZDQkVaOWc?oc=5",
66,2025-09-16 7:00,googlenews,다이어트,"‘이렇게’ 먹으면 잇몸 염증 줄어든다… 다이어트에도 좋은 식단, 뭘까? - 헬스조선
https://news.google.com/rss/articles/CBMidkFVX3lxTE02UTlwV3JpUjRsLTBEODJWU2VkWU0xMHhadk5udnQ3ZWs4QVp2Tk5Cc1VHdUR3SFQyS2dCYmZYODRTNkI2N2gzZ0htU0MxMHJJSVBLem1vSVdoTmd2R25VNlRPTXVVOTY3ZDNtOHVRTV9jMlBDamc?oc=5",
67,2025-09-16 7:00,googlenews,다이어트,"“위고비야 뭐야?” 라미란, 13kg 빼고 ‘노출증’ 생겼다고?…다이어트 비결은 - 코메디닷컴
https://news.google.com/rss/articles/CBMiQkFVX3lxTE9pLW1DVmJNNnVjdm9EdzVRUE81WnZDU0czY2tmdmF0UlNMYkdBM3poQjllMzQ0Zk1MWVRZSkQ3c21mZw?oc=5",
68,2025-09-16 7:00,googlenews,다이어트,"“살 빠지는 음식들” 이정현, 무대 앞두고 다이어트 식단 공개… 뭐 먹나 보니? - 헬스조선
https://news.google.com/rss/articles/CBMidkFVX3lxTFBSdVBTNk1iREJ4VFJmN2lEdmlGazFTYjVvdDQwYkNxV1NNRHA2UGI3ZTFiWWNwMWhNemF6OVo5TjF0Y1hjR1ZWU3lLZlNWb3VhUkMzVDBVTWxpellJNkZnVDAtZXdnMDJaVGdjYVloQzBtbERMbEE?oc=5",
69,2025-09-15 21:01,googlenews,다이어트,"최은경 “다이어트 안 한다”… ‘이것’만 체크해도 몸매 관리 충분, 뭘까? - 헬스조선
https://news.google.com/rss/articles/CBMif0FVX3lxTFBNUFAzcV9kNjlNb3BwaFZiVl84WS00X3N2bVhWQ0l4T3pNbzZEb0tXWkZaM1N4RGJTeERGOU5tM0ZpUFYxcUxlSG1fVHhQOUtXRE51T3FOUXIyWE16Yjc0NGIwUDJJbk1fYUtreXVKZHV1bHotSmptTlJ5dmgtOEk?oc=5",
70,2025-09-15 11:03,googlenews,다이어트,"오윤아, 다이어트할 땐 ‘이것’ 꼭 먹어야 한다는데… 뭘까? - 헬스조선
https://news.google.com/rss/articles/CBMif0FVX3lxTE1pTHF3SXdudUFXcjZOMzkyazNtLU9Xbk1IMTYyRTZ6czJOTWhMNU8tQWs2VkJZYjQwU2ZNX2p4VzBxc3hMdkxHaVFnWXpPU1FVX1pnUXk2OFZDbjU1TF9YUFdqQTg1OEJQdHFESGx0QXJzWThHYVpMUEp1eU9vQW8?oc=5",
71,2025-09-15 7:00,googlenews,다이어트,"“암 이겨내고, 다이어트 결심”… 정체기 지나니 훅 빠져, ‘14kg 감량’ 비법은? - 헬스조선
https://news.google.com/rss/articles/CBMidkFVX3lxTE1OREhGZEVCczNTMUtHOUJFbGRYZm1iNENwcl82Szc3N3VIZi1wdkhBOWdBLXpuOVdPODhJZWhOcGI4cHQ0WU5WRW8tZGpRNnU4STNYR3paZUpLaGM5NEJ5QUxwNkRITG83QkoySzR0elRFU0lMVlE?oc=5",
72,2025-09-15 7:00,googlenews,다이어트,"“맛있는데 살 안 쪄 좋아”… 황신혜가 만든 ‘다이어트 빵’ 레시피는? - 헬스조선
https://news.google.com/rss/articles/CBMidkFVX3lxTE9ubWNmVmdtVlp0eVU0Y1NKYlhXeWk5ZjJHODV0ZzJIbEpLRmd1ZGI0TDVEcDRyMmowdDhpX2thRlFFVXVYZWZpdGVDWjJ6eXlvVndkNnRvWVBtdFA0dkR4TE5fZWhtU3hGemhfbENrbHFOREJvYlE?oc=5",
73,2025-09-15 7:00,googlenews,다이어트,"‘26kg 감량’ 이수민, 얼굴 반쪽 근황…‘이 다이어트’ 효과 빠르다고? - 코메디닷컴
https://news.google.com/rss/articles/CBMiQkFVX3lxTE5iMjZJMURnaUFTVWtlMm5rbVR2MjRYYU5DbnZ3ejI2WnJKUTQ5MGV4a18yZzlmNnhfRDdBRWN5YXdvZw?oc=5",
74,2025-09-12 7:00,googlenews,다이어트,"‘45kg’ 박하선, 다이어트로 ‘이 부작용’까지 겪었다… 얼마나 심했길래? - 헬스조선
https://news.google.com/rss/articles/CBMidkFVX3lxTFBwUWk4MFJ2LWxFZmhBakh3WHdqMDdxZE9SVWlvRnFiREZ0Vk4xYXRPTnRPQU9RTFczOXhkWEhDRDVEUVFJRmFNSE5uV1R2Mk1Eb0ZtV3lHOVZlVUc4dThnUGRMZGZaOGFmMHA0TWlEd1RNaFkwUXc?oc=5",
75,2025-09-12 7:00,googlenews,다이어트,"“두 달 안에 살 빼겠다” 스윙스, 다이어트 식단 공개… 뭐 먹나 보니? - 헬스조선
https://news.google.com/rss/articles/CBMidkFVX3lxTE91azJ0dkpZa19xc010U2xVdkxxVW05MU9NNjd5QUVpT1VYellEN0hHSnFNcFc3U1NlV3cydTVtUGRzQXFNcllzZE1zS25GNUM0M0ZfREtsREFBSXBYZGNZMWliNFI5dXdPVjdSUUV0VVFIZE0yQnc?oc=5",
